asset_id,asset_name,category,state,district,lat,lon,nearest_pt_name,nearest_pt_type,distance_to_pt_m,distance_to_pt_km,nearest_bus_name,distance_to_bus_km,nearest_rail_name,distance_to_rail_km,nearest_ferry_name,distance_to_ferry_km,pt_access_tier
OSM_node_2911346279,Lord Murugan Statue,Historic Site (Monument),Selangor,Gombak,3.237477,101.683982,KC05 Batu Caves,Railway / Transit Station,284.2,0.284,Unnamed Bus Stop,0.348,KC05 Batu Caves,0.284,Watertaxi - Taman Botani (01),32.56,High Access
OSM_node_5855900491,Old Field Station,Historic Site (Ruins),Selangor,Gombak,3.324224,101.750231,Hospital Orang Asli (Opp),Bus Stop,4038.2,4.038,Hospital Orang Asli (Opp),4.038,Gohtong Jaya,9.435,Watertaxi - Taman Botani (01),42.644,Low Access
OSM_node_5903009409,Forest Shrine,Historic Site (Wayside Shrine),Selangor,Gombak,3.323667,101.75363,Hospital Orang Asli (Opp),Bus Stop,4196.9,4.197,Hospital Orang Asli (Opp),4.197,Gohtong Jaya,9.441,Watertaxi - Taman Botani (01),42.64,Low Access
OSM_node_5903465768,Sacred Shrine With Statue,Historic Site (Wayside Shrine),Selangor,Gombak,3.322445,101.752015,Hospital Orang Asli (Opp),Bus Stop,3982.1,3.982,Hospital Orang Asli (Opp),3.982,Gohtong Jaya,9.599,Watertaxi - Taman Botani (01),42.479,Low Access
OSM_node_5855931296,Temple,Historic Site (Wayside Shrine),Selangor,Gombak,3.323843,101.751399,Hospital Orang Asli (Opp),Bus Stop,4071.8,4.072,Hospital Orang Asli (Opp),4.072,Gohtong Jaya,9.456,Watertaxi - Taman Botani (01),42.621,Low Access
OSM_node_5224503875,Unnamed Historic Site (Wayside Shrine),Historic Site (Wayside Shrine),Selangor,Gombak,3.351246,101.697991,Hospital Orang Asli (Opp),Bus Stop,7435.9,7.436,Hospital Orang Asli (Opp),7.436,KA11 Serendah,9.681,Watertaxi - Taman Botani (01),45.167,Low Access
OSM_node_11226571876,Ruined Nissan Van,Historic Site (Wreck),Selangor,Gombak,3.282582,101.7208,Kg Batu 11,Bus Stop,955.1,0.955,Kg Batu 11,0.955,KJ1 Gombak,5.712,Watertaxi - Taman Botani (01),37.675,Moderate Access
OSM_way_449713851,Forest Research Institute Malaysia Museum,Museum,Selangor,Gombak,3.23544,101.634346,Kuarters FRIM,Bus Stop,712.3,0.712,Kuarters FRIM,0.712,PY09 Metro Prima,2.418,Watertaxi - Taman Botani (01),32.969,Moderate Access
OSM_way_449714746,Insectarium,Museum,Selangor,Gombak,3.234453,101.633945,Kuarters FRIM,Bus Stop,731.5,0.732,Kuarters FRIM,0.731,PY09 Metro Prima,2.326,Watertaxi - Taman Botani (01),32.87,Moderate Access
OSM_way_1207976408,Muzium Orang Asli Gombak,Museum,Selangor,Gombak,3.294389,101.732069,Hospital Orang Asli (Opp),Bus Stop,162.9,0.163,Hospital Orang Asli (Opp),0.163,KJ1 Gombak,7.058,Watertaxi - Taman Botani (01),39.099,High Access
OSM_node_1696988220,Traditional House,Museum,Selangor,Gombak,3.235898,101.628495,SMK Kepong (Opp),Bus Stop,1318.5,1.319,SMK Kepong (Opp),1.318,PY09 Metro Prima,2.717,Watertaxi - Taman Botani (01),33.153,Limited Access
OSM_way_1236017794,Skyline Luge Kuala Lumpur,Theme Park,Selangor,Gombak,3.272234,101.550678,Funpark / Gamuda Luge Gardens,Bus Stop,391.3,0.391,Funpark / Gamuda Luge Gardens,0.391,KA09 Kuang,1.613,Terminal of Sky Mirror,28.982,High Access
OSM_node_10196320833,Bukit Pau,Viewpoint,Selangor,Gombak,3.235365,101.774617,Hentian Ukay Perdana,Bus Terminal,2607.5,2.607,Hentian Ukay Perdana,2.608,KJ1 Gombak,5.597,Watertaxi - Taman Botani (01),33.562,Limited Access
OSM_node_10222768945,Bukit Tabur Extra,Viewpoint,Selangor,Gombak,3.227639,101.769211,Hentian Ukay Perdana,Bus Terminal,1985.5,1.986,Hentian Ukay Perdana,1.985,KJ4 Sri Rampai,4.749,Watertaxi - Taman Botani (01),32.576,Limited Access
OSM_node_10594433073,Bukit Tabur Far East Viewpoint,Viewpoint,Selangor,Gombak,3.23096,101.760545,Gerai Nasi Lemak,Bus Stop,1417.6,1.418,Gerai Nasi Lemak,1.418,KJ1 Gombak,4.015,Watertaxi - Taman Botani (01),32.697,Limited Access
OSM_node_12555555291,Lookout Tower,Viewpoint,Selangor,Gombak,3.227543,101.618988,"Taman Ehsan, Jalan Ehsan Utama",Bus Stop,602.7,0.603,"Taman Ehsan, Jalan Ehsan Utama",0.603,KA07 Kepong Sentral,2.343,Watertaxi - Taman Botani (01),32.5,Moderate Access
OSM_node_10249179323,Rawang Bypass Viewpoint,Viewpoint,Selangor,Gombak,3.319025,101.59902,Klinik Kesihatan Rawang Perdana,Bus Stop,570.7,0.571,Klinik Kesihatan Rawang Perdana,0.571,KA10 Rawang,2.667,Terminal of Sky Mirror,36.027,Moderate Access
OSM_node_4755933321,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.236915,101.738531,Hab Bas Taman Melawati,Bus Stop,1273.0,1.273,Hab Bas Taman Melawati,1.273,KJ1 Gombak,1.69,Watertaxi - Taman Botani (01),32.875,Limited Access
OSM_node_6860580219,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.238135,101.684339,KC05 Batu Caves,Railway / Transit Station,324.2,0.324,Unnamed Bus Stop,0.387,KC05 Batu Caves,0.324,Watertaxi - Taman Botani (01),32.632,High Access
OSM_node_7875873078,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.179812,101.766633,Flat AU3 (Utara),Bus Stop,969.3,0.969,Flat AU3 (Utara),0.969,AG18 Ampang,3.344,Watertaxi - Taman Botani (01),27.403,Moderate Access
OSM_node_10196320341,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.239331,101.765192,Gerai Nasi Lemak,Bus Stop,2255.2,2.255,Gerai Nasi Lemak,2.255,KJ1 Gombak,4.619,Watertaxi - Taman Botani (01),33.72,Limited Access
OSM_node_10196320342,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.246885,101.775308,Perhentian Bas Kampung Sungai Pusu,Bus Stop,3007.5,3.007,Perhentian Bas Kampung Sungai Pusu,3.008,KJ1 Gombak,5.915,Watertaxi - Taman Botani (01),34.813,Low Access
OSM_node_10196320343,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.243899,101.772583,Perhentian Bas Kampung Sungai Pusu,Bus Stop,2873.3,2.873,Perhentian Bas Kampung Sungai Pusu,2.873,KJ1 Gombak,5.533,Watertaxi - Taman Botani (01),34.415,Limited Access
OSM_node_10237943387,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.237917,101.616932,"Taman Ehsan, Jalan Ehsan Utama",Bus Stop,1714.3,1.714,"Taman Ehsan, Jalan Ehsan Utama",1.714,KA07 Kepong Sentral,3.487,Watertaxi - Taman Botani (01),33.671,Limited Access
OSM_node_10593842310,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.165194,101.776605,Tudor Court,Bus Stop,1472.5,1.472,Tudor Court,1.472,AG18 Ampang,2.454,Watertaxi - Taman Botani (01),26.233,Limited Access
OSM_node_10603614926,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.220706,101.786745,Hentian Ukay Perdana,Bus Terminal,1352.3,1.352,Hentian Ukay Perdana,1.352,KJ4 Sri Rampai,5.99,Watertaxi - Taman Botani (01),32.408,Limited Access
OSM_node_11225287795,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.246099,101.707181,Tasik Sri Gombak Fasa 8,Bus Stop,333.4,0.333,Tasik Sri Gombak Fasa 8,0.333,KJ1 Gombak,2.53,Watertaxi - Taman Botani (01),33.538,High Access
OSM_node_11226407491,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.266938,101.706119,Perumahan Taman Sri Gombak (Timur),Bus Stop,1901.5,1.901,Perumahan Taman Sri Gombak (Timur),1.901,KC05 Batu Caves,4.239,Watertaxi - Taman Botani (01),35.842,Limited Access
OSM_node_11419760693,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.183001,101.766141,Flat AU3 (Utara),Bus Stop,788.2,0.788,Flat AU3 (Utara),0.788,KJ5 Setiawangsa,3.458,Watertaxi - Taman Botani (01),27.724,Moderate Access
OSM_node_11419771128,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.345477,101.773023,Kampung Bukit Tinggi,Bus Stop,4917.9,4.918,Kampung Bukit Tinggi,4.918,Awana,6.673,Watertaxi - Taman Botani (01),45.403,Low Access
OSM_node_11775226775,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.2945,101.760992,Bt 12,Bus Stop,3274.7,3.275,Bt 12,3.275,KJ1 Gombak,8.109,Watertaxi - Taman Botani (01),39.598,Low Access
OSM_node_11775226776,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.292838,101.763604,Bt 12,Bus Stop,3557.2,3.557,Bt 12,3.557,KJ1 Gombak,8.102,Watertaxi - Taman Botani (01),39.473,Low Access
OSM_node_11878532644,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.248435,101.631919,Unnamed Bus Stop,Bus Stop,946.1,0.946,Unnamed Bus Stop,0.946,PY09 Metro Prima,3.88,Watertaxi - Taman Botani (01),34.435,Moderate Access
OSM_node_12805582483,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.313624,101.622658,"Hutan Lipur Kanching, Templer Park",Bus Stop,1868.3,1.868,"Hutan Lipur Kanching, Templer Park",1.868,KA10 Rawang,5.327,Terminal of Sky Mirror,38.143,Limited Access
OSM_node_12805582513,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.317231,101.627762,"Hutan Lipur Kanching, Templer Park",Bus Stop,2471.2,2.471,"Hutan Lipur Kanching, Templer Park",2.471,KA10 Rawang,5.865,Terminal of Sky Mirror,38.825,Limited Access
OSM_node_12879284885,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.224547,101.774401,Hentian Ukay Perdana,Bus Terminal,1438.8,1.439,Hentian Ukay Perdana,1.439,KJ4 Sri Rampai,4.992,Watertaxi - Taman Botani (01),32.402,Limited Access
OSM_node_13834783523,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.23478,101.773028,Hentian Ukay Perdana,Bus Terminal,2576.3,2.576,Hentian Ukay Perdana,2.576,KJ1 Gombak,5.416,Watertaxi - Taman Botani (01),33.452,Limited Access
OSM_node_14081382971,Unnamed Viewpoint,Viewpoint,Selangor,Gombak,3.224251,101.617699,"Taman Ehsan (Utara), Jalan Ehsan Utama",Bus Stop,359.9,0.36,"Taman Ehsan (Utara), Jalan Ehsan Utama",0.36,KA07 Kepong Sentral,2.102,Watertaxi - Taman Botani (01),32.183,High Access
OSM_node_12897287741,View of Kubang Gajah Falls,Viewpoint,Selangor,Gombak,3.211441,101.795417,Unnamed Bus Stop,Bus Stop,1883.0,1.883,Unnamed Bus Stop,1.883,KJ4 Sri Rampai,6.597,Watertaxi - Taman Botani (01),31.77,Limited Access
OSM_node_11861730981,Viewpoint,Viewpoint,Selangor,Gombak,3.280069,101.709844,Kg Batu 11,Bus Stop,2152.7,2.153,Kg Batu 11,2.153,KC05 Batu Caves,5.652,Watertaxi - Taman Botani (01),37.316,Limited Access
OSM_way_1236017795,FunPark @ Gamuda Gardens,Water Park,Selangor,Gombak,3.274215,101.551767,Funpark / Gamuda Luge Gardens,Bus Stop,142.9,0.143,Funpark / Gamuda Luge Gardens,0.143,KA09 Kuang,1.799,Terminal of Sky Mirror,29.178,High Access
OSM_node_10238005028,Air Terjun Dinding,Waterfall,Selangor,Gombak,3.236763,101.611473,"Taman Ehsan (Utara), Jalan Ehsan Utama",Bus Stop,1888.3,1.888,"Taman Ehsan (Utara), Jalan Ehsan Utama",1.888,KA07 Kepong Sentral,3.644,Watertaxi - Taman Botani (01),33.705,Limited Access
OSM_node_10247873927,Air Terjun Empangan Tasik Hijau,Waterfall,Selangor,Gombak,3.167646,101.779785,Tudor Court,Bus Stop,1914.0,1.914,Tudor Court,1.914,AG18 Ampang,2.899,Watertaxi - Taman Botani (01),26.614,Limited Access
OSM_node_10238087093,Air Terjun Komanwel,Waterfall,Selangor,Gombak,3.291,101.612667,"Hutan Lipur Kanching, Temple Park",Bus Stop,874.7,0.875,"Hutan Lipur Kanching, Temple Park",0.875,KA10 Rawang,5.206,Terminal of Sky Mirror,36.151,Moderate Access
OSM_node_10239489174,Air Terjun Mini Jeram,Waterfall,Selangor,Gombak,3.21768,101.774863,Hentian Ukay Perdana,Bus Terminal,714.4,0.714,Hentian Ukay Perdana,0.714,KJ4 Sri Rampai,4.65,Watertaxi - Taman Botani (01),31.686,Moderate Access
OSM_node_11226315893,Air Terjun Tujuh Puteri,Waterfall,Selangor,Gombak,3.270499,101.705957,Medan Selera Pinggiran,Bus Stop,2194.8,2.195,Medan Selera Pinggiran,2.195,KC05 Batu Caves,4.537,Watertaxi - Taman Botani (01),36.236,Limited Access
OSM_node_10239489214,Batu Asah Falls 1,Waterfall,Selangor,Gombak,3.22333,101.79238,Hentian Ukay Perdana,Bus Terminal,2015.4,2.015,Hentian Ukay Perdana,2.015,KJ4 Sri Rampai,6.68,Watertaxi - Taman Botani (01),32.889,Limited Access
OSM_node_5587386770,Batu Asah Falls 2,Waterfall,Selangor,Gombak,3.22194,101.792784,Hentian Ukay Perdana,Bus Terminal,1961.4,1.961,Hentian Ukay Perdana,1.961,KJ4 Sri Rampai,6.661,Watertaxi - Taman Botani (01),32.759,Limited Access
OSM_node_10239656402,Batu Asah Falls 3,Waterfall,Selangor,Gombak,3.221848,101.792874,Hentian Ukay Perdana,Bus Terminal,1964.1,1.964,Hentian Ukay Perdana,1.964,KJ4 Sri Rampai,6.666,Watertaxi - Taman Botani (01),32.753,Limited Access
OSM_node_10239656401,Batu Asah Falls 4,Waterfall,Selangor,Gombak,3.221708,101.79298,Hentian Ukay Perdana,Bus Terminal,1965.5,1.966,Hentian Ukay Perdana,1.965,KJ4 Sri Rampai,6.671,Watertaxi - Taman Botani (01),32.742,Limited Access
OSM_node_10239489225,Batu Asah Falls 5,Waterfall,Selangor,Gombak,3.221591,101.793159,Hentian Ukay Perdana,Bus Terminal,1975.3,1.975,Hentian Ukay Perdana,1.975,KJ4 Sri Rampai,6.685,Watertaxi - Taman Botani (01),32.737,Limited Access
OSM_node_5587386772,Batu Asah Falls 6,Waterfall,Selangor,Gombak,3.221462,101.793367,Hentian Ukay Perdana,Bus Terminal,1987.5,1.988,Hentian Ukay Perdana,1.987,KJ4 Sri Rampai,6.701,Watertaxi - Taman Botani (01),32.731,Limited Access
OSM_node_10239489213,Batu Asah Falls 7,Waterfall,Selangor,Gombak,3.221605,101.793863,Hentian Ukay Perdana,Bus Terminal,2042.8,2.043,Hentian Ukay Perdana,2.043,KJ4 Sri Rampai,6.758,Watertaxi - Taman Botani (01),32.765,Limited Access
OSM_node_10239489221,Batu Asah Falls 9,Waterfall,Selangor,Gombak,3.22412,101.80147,Hentian Ukay Perdana,Bus Terminal,2917.7,2.918,Hentian Ukay Perdana,2.918,KJ4 Sri Rampai,7.647,Watertaxi - Taman Botani (01),33.324,Limited Access
OSM_node_5276831690,Batu Kapal Falls,Waterfall,Selangor,Gombak,3.34716,101.71999,Hospital Orang Asli (Opp),Bus Stop,6124.2,6.124,Hospital Orang Asli (Opp),6.124,Gohtong Jaya,8.366,Watertaxi - Taman Botani (01),44.811,Low Access
OSM_node_10196321121,Jeram Kubang Gajah,Waterfall,Selangor,Gombak,3.211095,101.795778,Unnamed Bus Stop,Bus Stop,1907.3,1.907,Unnamed Bus Stop,1.907,KJ4 Sri Rampai,6.629,Watertaxi - Taman Botani (01),31.749,Limited Access
OSM_node_10200281076,Jimmy Waterfall,Waterfall,Selangor,Gombak,3.280158,101.82256,Unnamed Bus Stop,Bus Stop,5554.7,5.555,Unnamed Bus Stop,5.555,KJ1 Gombak,12.18,Watertaxi - Taman Botani (01),39.965,Low Access
OSM_node_1707821709,Kanching Falls,Waterfall,Selangor,Gombak,3.303626,101.619032,"Hutan Lipur Kanching, Templer Park",Bus Stop,688.5,0.689,"Hutan Lipur Kanching, Templer Park",0.689,KA10 Rawang,5.178,Terminal of Sky Mirror,37.332,Moderate Access
OSM_node_10196321138,Lata Gitar,Waterfall,Selangor,Gombak,3.215438,101.800947,Hentian Ukay Perdana,Bus Terminal,2565.4,2.565,Hentian Ukay Perdana,2.565,KJ4 Sri Rampai,7.297,Watertaxi - Taman Botani (01),32.407,Limited Access
OSM_node_10196321137,Lata Pinang,Waterfall,Selangor,Gombak,3.21502,101.800647,Hentian Ukay Perdana,Bus Terminal,2526.1,2.526,Hentian Ukay Perdana,2.526,KJ4 Sri Rampai,7.253,Watertaxi - Taman Botani (01),32.351,Limited Access
OSM_node_10239367160,Lata Sham,Waterfall,Selangor,Gombak,3.210982,101.805046,Unnamed Bus Stop,Bus Stop,2895.7,2.896,Unnamed Bus Stop,2.896,KJ4 Sri Rampai,7.638,Watertaxi - Taman Botani (01),32.122,Limited Access
OSM_node_5265386452,Lower Sungai Tua Waterfall,Waterfall,Selangor,Gombak,3.33155,101.701836,Hospital Orang Asli (Opp),Bus Stop,5376.5,5.377,Hospital Orang Asli (Opp),5.377,KC05 Batu Caves,10.644,Watertaxi - Taman Botani (01),42.99,Low Access
OSM_node_5278847645,Pisang Falls,Waterfall,Selangor,Gombak,3.317205,101.732553,Hospital Orang Asli (Opp),Bus Stop,2673.7,2.674,Hospital Orang Asli (Opp),2.674,KJ1 Gombak,9.58,Watertaxi - Taman Botani (01),41.621,Limited Access
OSM_node_12712758101,Pool,Waterfall,Selangor,Gombak,3.22193,101.778775,Hentian Ukay Perdana,Bus Terminal,1090.7,1.091,Hentian Ukay Perdana,1.091,KJ4 Sri Rampai,5.254,Watertaxi - Taman Botani (01),32.264,Limited Access
OSM_node_1979282360,Templer Waterfall (Lower Tier),Waterfall,Selangor,Gombak,3.293739,101.654121,Taman Templer Saujana,Bus Stop,1694.5,1.694,Taman Templer Saujana,1.695,KC05 Batu Caves,6.912,Watertaxi - Taman Botani (01),39.025,Limited Access
OSM_node_1979282369,Templer Waterfall (Upper Tier),Waterfall,Selangor,Gombak,3.294276,101.654463,Taman Templer Saujana,Bus Stop,1757.0,1.757,Taman Templer Saujana,1.757,KC05 Batu Caves,6.949,Watertaxi - Taman Botani (01),39.08,Limited Access
OSM_node_10237937958,Teratak Kasih Cascade 1,Waterfall,Selangor,Gombak,3.259092,101.638491,Unnamed Bus Stop,Bus Stop,596.2,0.596,Unnamed Bus Stop,0.596,PY09 Metro Prima,4.95,Watertaxi - Taman Botani (01),35.463,Moderate Access
OSM_node_8324288699,Teratak Kasih Cascade 2,Waterfall,Selangor,Gombak,3.259345,101.637367,Unnamed Bus Stop,Bus Stop,718.3,0.718,Unnamed Bus Stop,0.718,PY09 Metro Prima,4.985,Watertaxi - Taman Botani (01),35.512,Moderate Access
OSM_node_5276831789,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.330065,101.703063,Hospital Orang Asli (Opp),Bus Stop,5162.8,5.163,Hospital Orang Asli (Opp),5.163,KC05 Batu Caves,10.513,Watertaxi - Taman Botani (01),42.829,Low Access
OSM_node_5281748522,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.329779,101.703218,Hospital Orang Asli (Opp),Bus Stop,5127.1,5.127,Hospital Orang Asli (Opp),5.127,KC05 Batu Caves,10.486,Watertaxi - Taman Botani (01),42.798,Low Access
OSM_node_5281748523,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.329525,101.70335,Hospital Orang Asli (Opp),Bus Stop,5095.8,5.096,Hospital Orang Asli (Opp),5.096,KC05 Batu Caves,10.462,Watertaxi - Taman Botani (01),42.77,Low Access
OSM_node_10220042478,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.306732,101.619677,"Hutan Lipur Kanching, Templer Park",Bus Stop,1037.6,1.038,"Hutan Lipur Kanching, Templer Park",1.038,KA10 Rawang,5.144,Terminal of Sky Mirror,37.533,Limited Access
OSM_node_11927294321,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.301018,101.62649,"Hutan Lipur Kanching, Temple Park",Bus Stop,1124.7,1.125,"Hutan Lipur Kanching, Temple Park",1.125,KA10 Rawang,6.056,Terminal of Sky Mirror,37.988,Limited Access
OSM_node_11927294322,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.301554,101.626449,"Hutan Lipur Kanching, Temple Park",Bus Stop,1141.8,1.142,"Hutan Lipur Kanching, Temple Park",1.142,KA10 Rawang,6.032,Terminal of Sky Mirror,38.006,Limited Access
OSM_node_12644702457,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.283777,101.538534,Shuttle Bus Stop,Bus Stop,140.0,0.14,Shuttle Bus Stop,0.14,KA09 Kuang,3.352,Terminal of Sky Mirror,28.271,High Access
OSM_node_12802126139,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.302976,101.619279,"Hutan Lipur Kanching, Templer Park",Bus Stop,632.8,0.633,"Hutan Lipur Kanching, Templer Park",0.633,KA10 Rawang,5.228,Terminal of Sky Mirror,37.33,Moderate Access
OSM_node_12802126141,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.304073,101.618932,"Hutan Lipur Kanching, Templer Park",Bus Stop,731.5,0.732,"Hutan Lipur Kanching, Templer Park",0.732,KA10 Rawang,5.151,Terminal of Sky Mirror,37.341,Moderate Access
OSM_node_12802126265,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.302449,101.619414,"Hutan Lipur Kanching, Templer Park",Bus Stop,587.7,0.588,"Hutan Lipur Kanching, Templer Park",0.588,KA10 Rawang,5.262,Terminal of Sky Mirror,37.321,Moderate Access
OSM_node_12802126333,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.302482,101.619311,"Hutan Lipur Kanching, Templer Park",Bus Stop,585.4,0.585,"Hutan Lipur Kanching, Templer Park",0.585,KA10 Rawang,5.25,Terminal of Sky Mirror,37.312,Moderate Access
OSM_node_12802126379,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.301806,101.619207,"Hutan Lipur Kanching, Templer Park",Bus Stop,514.4,0.514,"Hutan Lipur Kanching, Templer Park",0.514,KA10 Rawang,5.266,Terminal of Sky Mirror,37.272,Moderate Access
OSM_node_12805355666,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.300468,101.629614,"Templer Suasana, Jalan Kuching",Bus Stop,1007.3,1.007,"Templer Suasana, Jalan Kuching",1.007,KA10 Rawang,6.404,Terminal of Sky Mirror,38.288,Limited Access
OSM_node_12805582531,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.305624,101.61971,"Hutan Lipur Kanching, Templer Park",Bus Stop,922.5,0.922,"Hutan Lipur Kanching, Templer Park",0.922,KA10 Rawang,5.182,Terminal of Sky Mirror,37.488,Moderate Access
OSM_node_12830212783,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.301641,101.619232,"Hutan Lipur Kanching, Templer Park",Bus Stop,500.2,0.5,"Hutan Lipur Kanching, Templer Park",0.5,KA10 Rawang,5.275,Terminal of Sky Mirror,37.268,Moderate Access
OSM_node_13049581739,Unnamed Waterfall,Waterfall,Selangor,Gombak,3.305018,101.619716,"Hutan Lipur Kanching, Templer Park",Bus Stop,860.0,0.86,"Hutan Lipur Kanching, Templer Park",0.86,KA10 Rawang,5.202,Terminal of Sky Mirror,37.462,Moderate Access
OSM_node_5265386449,Upper Sungai Tua Waterfall,Waterfall,Selangor,Gombak,3.331595,101.701626,Hospital Orang Asli (Opp),Bus Stop,5394.7,5.395,Hospital Orang Asli (Opp),5.395,KC05 Batu Caves,10.644,Watertaxi - Taman Botani (01),42.995,Low Access
OSM_relation_17633468,Zoo Negara,Zoo,Selangor,Gombak,3.210658,101.759111,Zoo Negara,Bus Stop,519.1,0.519,Zoo Negara,0.519,KJ4 Sri Rampai,2.737,Watertaxi - Taman Botani (01),30.471,Moderate Access
OSM_node_12452631002,Xian Long Aquatic Sdn. Bhd.,Aquarium,Selangor,Klang,3.042437,101.528757,Seksyen 23 (Utara),Bus Stop,564.0,0.564,Seksyen 23 (Utara),0.564,KD11 Shah Alam,1.592,Terminal Penumpang South Port,15.969,Moderate Access
OSM_way_1125577160,akuarium chong hong,Aquarium,Selangor,Klang,3.024883,101.53798,Komersial Seksyen 25,Bus Stop,97.7,0.098,Komersial Seksyen 25,0.098,KD11 Shah Alam,3.766,Terminal Penumpang South Port,16.493,High Access
OSM_node_4782251523,Kota Raja Mahadi,Attraction,Selangor,Klang,3.04505,101.445083,Balai Polis Klang Selatan,Bus Stop,304.1,0.304,Balai Polis Klang Selatan,0.304,Jambatan Kota,0.389,Terminal Penumpang South Port,7.853,High Access
OSM_node_9159463046,Little India,Attraction,Selangor,Klang,3.040365,101.447003,Royal Klang Club,Bus Stop,168.5,0.169,Royal Klang Club,0.168,KD14 Klang,0.423,Terminal Penumpang South Port,7.689,High Access
OSM_node_7743388635,Taman Pengkalan Hampar,Attraction,Selangor,Klang,3.045993,101.447939,Jejantas Kota Lama,Bus Stop,97.3,0.097,Jejantas Kota Lama,0.097,Jambatan Kota,0.171,Terminal Penumpang South Port,8.162,High Access
OSM_way_1293018362,Tanjung Harapan,Attraction,Selangor,Klang,3.004767,101.362393,Unnamed Bus Stop,Bus Stop,2607.2,2.607,Unnamed Bus Stop,2.607,KD19 Pelabuhan Klang,3.285,Pelabuhan Klang,2.977,Limited Access
OSM_way_628173128,Pantai Acheh,Beach,Selangor,Klang,2.885569,101.283134,Kampung Perigi Nenas,Bus Stop,5498.6,5.499,Kampung Perigi Nenas,5.499,Pulau Indah,10.935,Unnamed Ferry Terminal,9.019,Low Access
OSM_way_628173129,Pantai Tanjung Piai,Beach,Selangor,Klang,2.887735,101.282228,Kampung Perigi Nenas,Bus Stop,5356.3,5.356,Kampung Perigi Nenas,5.356,Pulau Indah,10.82,Unnamed Ferry Terminal,9.056,Low Access
OSM_way_628173133,Unnamed Beach,Beach,Selangor,Klang,2.888333,101.29049,Kampung Perigi Nenas,Bus Stop,4824.0,4.824,Kampung Perigi Nenas,4.824,Pulau Indah,10.182,Unnamed Ferry Terminal,8.15,Low Access
OSM_way_366071845,Galeri Diraja Sultan Abdul Aziz,Gallery,Selangor,Klang,3.041272,101.449241,Masjid India Klang (Timur),Bus Stop,127.5,0.128,Masjid India Klang (Timur),0.128,KD14 Klang,0.207,Terminal Penumpang South Port,7.948,High Access
OSM_node_13077404535,Gallery KEV,Gallery,Selangor,Klang,3.115743,101.324862,Sime Darby Sungai Serdang Estate,Bus Stop,4337.9,4.338,Sime Darby Sungai Serdang Estate,4.338,KD17 Kampung Raja Uda,14.239,Terminal of Sky Mirror,6.576,Low Access
OSM_way_1180914142,Unnamed Historic Site (Castle),Historic Site (Castle),Selangor,Klang,3.03576,101.448803,Unnamed Bus Stop,Bus Stop,228.3,0.228,Unnamed Bus Stop,0.228,KD14 Klang,0.819,Terminal Penumpang South Port,7.557,High Access
OSM_way_925779791,Gedung Raja Abdullah,Historic Site (Memorial),Selangor,Klang,3.043467,101.447558,Balai Polis Klang Selatan,Bus Stop,123.3,0.123,Balai Polis Klang Selatan,0.123,KD14 Klang,0.238,Terminal Penumpang South Port,7.95,High Access
OSM_node_7731561449,Unnamed Historic Site (Wayside Shrine),Historic Site (Wayside Shrine),Selangor,Klang,2.997076,101.459276,Taman Sentosa (Tengah),Bus Stop,1081.4,1.081,Taman Sentosa (Tengah),1.081,Bandar Bukit Tinggi,1.543,Terminal Penumpang South Port,7.481,Limited Access
